custody_status,marital_status,rec_supervision_level,rec_supervision_level_text,score_text,type_of_assessment,raw_score,decile_score,person_id
Jail Inmate,Single,4,High,High,Risk of Failure to Appear,30,8,337
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,21,4,338
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,13,1,339
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,340
Pretrial Defendant,Single,2,Medium,Medium,Risk of Failure to Appear,23,6,341
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,15,1,342
Jail Inmate,Married,1,Low,High,Risk of Failure to Appear,27,8,343
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,344
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,345
Jail Inmate,Significant Other,3,Medium with Override Consideration,Low,Risk of Failure to Appear,15,1,346
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,22,5,347
Jail Inmate,Widowed,1,Low,Medium,Risk of Failure to Appear,25,6,348
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,349
Jail Inmate,Significant Other,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,22,5,350
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,18,3,351
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,19,3,352
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,353
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,16,2,354
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,355
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,12,1,356
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,24,6,357
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,358
Jail Inmate,Single,4,High,High,Risk of Failure to Appear,33,9,359
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,20,3,360
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,18,3,361
Pretrial Defendant,Single,4,High,Medium,Risk of Failure to Appear,26,6,362
Pretrial Defendant,Single,4,High,High,Risk of Failure to Appear,28,8,362
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,24,6,363
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,19,3,364
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,12,1,365
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,19,3,366
Pretrial Defendant,Single,4,High,High,Risk of Failure to Appear,33,9,367
Pretrial Defendant,Single,4,High,High,Risk of Failure to Appear,33,9,367
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,13,1,368
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,369
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,370
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,20,4,371
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,372
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,15,1,373
Jail Inmate,Separated,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,24,6,374
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,17,2,375
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,23,4,376
Pretrial Defendant,Single,2,Medium,Low,Risk of Failure to Appear,14,1,377
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,19,3,378
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,13,1,379
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,15,1,380
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,13,1,381
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,14,1,381
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,14,1,382
Pretrial Defendant,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,14,1,383
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,20,3,384
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,12,1,385
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,14,1,385
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,15,1,386
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,387
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,20,3,388
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,389
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,390
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,16,2,391
Pretrial Defendant,Single,4,High,Low,Risk of Failure to Appear,16,1,391
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,22,5,392
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,12,1,393
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,20,3,394
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,26,7,395
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,16,2,396
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,14,1,396
Jail Inmate,Married,3,Medium with Override Consideration,High,Risk of Failure to Appear,28,8,397
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,16,2,398
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,13,1,399
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,15,1,400
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,21,4,401
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,402
Pretrial Defendant,Divorced,2,Medium,High,Risk of Failure to Appear,28,8,403
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,404
Jail Inmate,Single,2,Medium,High,Risk of Failure to Appear,31,9,405
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,18,3,406
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,18,3,407
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,18,3,407
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,408
Jail Inmate,Single,4,High,High,Risk of Failure to Appear,29,8,409
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,21,4,410
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,15,1,411
Jail Inmate,Single,4,High,High,Risk of Failure to Appear,29,8,412
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,413
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,414
Pretrial Defendant,Single,2,Medium,High,Risk of Failure to Appear,28,8,415
Jail Inmate,Single,2,Medium,Medium,Risk of Failure to Appear,27,7,416
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,24,6,416
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,417
Jail Inmate,Significant Other,1,Low,Low,Risk of Failure to Appear,11,1,418
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,12,1,419
Jail Inmate,Significant Other,1,Low,Low,Risk of Failure to Appear,15,1,420
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,421
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,422
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,21,4,423
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,25,5,424
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,25,5,424
Pretrial Defendant,Married,1,Low,High,Risk of Failure to Appear,28,8,425
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,18,3,426
Jail Inmate,Single,2,Medium,Medium,Risk of Failure to Appear,25,6,427
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,19,3,428
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,15,1,429
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,15,1,430
Pretrial Defendant,Married,1,Low,Low,Risk of Failure to Appear,15,1,431
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,432
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,16,2,433
Pretrial Defendant,Single,2,Medium,Low,Risk of Failure to Appear,19,3,434
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,435
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,16,2,436
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,437
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,438
Jail Inmate,Single,2,Medium,Medium,Risk of Failure to Appear,22,5,438
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,11,1,439
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,440
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,440
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,22,5,441
Pretrial Defendant,Single,1,Low,Medium,Risk of Failure to Appear,24,6,442
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,443
Pretrial Defendant,Unknown,1,Low,High,Risk of Failure to Appear,31,9,444
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,18,3,445
Jail Inmate,Significant Other,2,Medium,Low,Risk of Failure to Appear,11,1,446
Pretrial Defendant,Divorced,1,Low,Medium,Risk of Failure to Appear,24,6,447
Jail Inmate,Separated,3,Medium with Override Consideration,High,Risk of Failure to Appear,33,9,448
Jail Inmate,Separated,3,Medium with Override Consideration,High,Risk of Failure to Appear,33,9,448
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,449
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,15,1,450
Pretrial Defendant,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,13,1,451
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,15,1,452
Pretrial Defendant,Divorced,1,Low,Low,Risk of Failure to Appear,15,1,453
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,25,6,454
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,25,6,454
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,25,6,454
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,14,1,455
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,23,5,456
Jail Inmate,Separated,1,Low,Low,Risk of Failure to Appear,14,1,457
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,458
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,12,1,459
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,460
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,461
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,22,5,462
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,15,1,463
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,18,3,464
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,13,1,465
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,27,7,466
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,21,4,467
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,468
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,20,3,469
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,24,6,470
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,17,2,471
Jail Inmate,Single,4,High,High,Risk of Failure to Appear,32,9,472
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,17,2,473
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,11,1,474
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,475
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,13,1,476
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,477
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,19,3,478
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,18,3,479
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,14,1,480
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,481
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,19,3,482
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,483
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,484
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,25,6,485
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,486
Pretrial Defendant,Single,3,Medium with Override Consideration,High,Risk of Failure to Appear,38,10,487
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,23,5,488
Jail Inmate,Significant Other,1,Low,Low,Risk of Failure to Appear,15,1,489
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,11,1,490
Pretrial Defendant,Married,1,Low,Low,Risk of Failure to Appear,16,2,491
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,20,3,492
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,493
Pretrial Defendant,Single,2,Medium,Medium,Risk of Failure to Appear,22,5,494
Jail Inmate,Single,2,Medium,Medium,Risk of Failure to Appear,24,6,495
Jail Inmate,Single,2,Medium,Medium,Risk of Failure to Appear,24,6,495
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,496
Jail Inmate,Unknown,2,Medium,Medium,Risk of Failure to Appear,24,6,496
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,18,3,497
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,14,1,498
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,17,2,499
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,16,2,500
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,20,3,501
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,502
Pretrial Defendant,Single,2,Medium,Low,Risk of Failure to Appear,18,3,503
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,20,3,504
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,505
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,17,2,506
Pretrial Defendant,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,18,2,507
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,21,4,508
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,20,4,509
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,19,3,510
Pretrial Defendant,Married,1,Low,Medium,Risk of Failure to Appear,22,5,511
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,14,1,512
Pretrial Defendant,Married,1,Low,Low,Risk of Failure to Appear,13,1,513
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,23,5,514
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,22,5,514
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,515
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Failure to Appear,28,8,516
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,13,1,517
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,518
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,518
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,20,4,519
Jail Inmate,Separated,2,Medium,Medium,Risk of Failure to Appear,22,5,520
Jail Inmate,Separated,2,Medium,Medium,Risk of Failure to Appear,25,7,520
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,18,3,521
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,522
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,15,1,523
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,23,5,524
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,12,1,525
Jail Inmate,Significant Other,3,Medium with Override Consideration,Low,Risk of Failure to Appear,13,1,526
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,13,1,527
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,17,2,528
Residential Program,Single,1,Low,Low,Risk of Failure to Appear,11,1,529
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,17,2,530
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,20,3,531
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,21,4,531
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,21,4,531
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,21,4,532
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,18,3,533
Pretrial Defendant,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,19,3,534
Pretrial Defendant,Single,1,Low,Medium,Risk of Failure to Appear,23,5,535
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,536
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,23,5,537
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,14,1,538
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,26,7,539
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,23,6,540
Pretrial Defendant,Single,4,High,High,Risk of Failure to Appear,28,8,541
Jail Inmate,Single,4,High,Low,Risk of Failure to Appear,17,2,542
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,18,3,543
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,18,3,543
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,19,3,544
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,21,4,544
Pretrial Defendant,Single,2,Medium,Low,Risk of Failure to Appear,13,1,545
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,16,2,546
Jail Inmate,Single,1,Low,Medium,Risk of Failure to Appear,24,6,547
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,11,1,548
Jail Inmate,Married,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,27,7,549
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,20,3,550
Pretrial Defendant,Single,2,Medium,Low,Risk of Failure to Appear,16,2,551
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,12,1,552
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,27,7,553
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,16,2,554
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,13,1,555
Pretrial Defendant,Single,1,Low,Low,Risk of Failure to Appear,16,2,556
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,18,3,557
Jail Inmate,Single,4,High,Medium,Risk of Failure to Appear,22,5,557
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,14,1,558
Jail Inmate,Single,2,Medium,Low,Risk of Failure to Appear,14,1,558
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Failure to Appear,23,5,559
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,560
Jail Inmate,Divorced,1,Low,Low,Risk of Failure to Appear,18,3,561
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,562
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,12,1,563
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,17,2,564
Jail Inmate,Married,3,Medium with Override Consideration,High,Risk of Failure to Appear,34,10,565
Jail Inmate,Single,3,Medium with Override Consideration,Low,Risk of Failure to Appear,18,3,566
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,20,4,567
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,568
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,11,1,569
Jail Inmate,Single,1,Low,Low,Risk of Failure to Appear,13,1,570
Jail Inmate,Married,1,Low,Low,Risk of Failure to Appear,16,2,571
