person_id,sex,race,c_charge_degree,c_charge_desc,is_recid,num_r_cases,r_charge_degree,r_charge_desc,is_violent_recid,num_vr_cases,vr_case_number,vr_charge_degree,vr_charge_desc
336,Male,Other,(F3),Aggravated Assault w/Firearm,1,2,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
337,Male,African-American,(F3),Grand Theft (Motor Vehicle),0,,,,0,,,,
338,Male,African-American,(F1),Robbery / Weapon,0,,,,0,,,,
339,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
341,Female,African-American,(F7),arrest case no charge,1,1,(M2),Operating W/O Valid License,0,,,,
342,Female,African-American,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
344,Male,African-American,(M1),Battery,0,,,,0,,,,
345,Male,Caucasian,(F3),Burglary With Assault/battery,0,,,,0,,,,
347,Male,Caucasian,(F3),Driving While License Revoked,1,2,(F3),Possession Of Heroin,0,,,,
348,Male,African-American,(F3),Uttering a Forged Instrument,0,,,,0,,,,
349,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
350,Male,African-American,(M1),Battery,1,2,(M1),Trespass After Warning,1,,15000025CF10A,(F1),Robbery W/Firearm
351,Male,Caucasian,(F3),Criminal Mischief,0,,,,0,,,,
352,Male,Caucasian,(F2),arrest case no charge,0,,,,0,,,,
353,Female,African-American,(M1),Battery,0,,,,0,,,,
354,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,0,,,,0,,,,
355,Male,African-American,(F3),Driving While License Revoked,0,,,,0,,,,
356,Male,Hispanic,(F3),Possession of Cannabis,0,,,,0,,,,
357,Male,Caucasian,(F2),Burglary Unoccupied Dwelling,1,5,(F2),Wear Mask w/Commit Offense,0,,,,
358,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,1,1,(M1),Petit Theft $100- $300,0,,,,
359,Male,African-American,(F2),Aggravated Battery / Pregnant,0,,,,0,,,,
360,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,0,,,,0,,,,
361,Male,Caucasian,(M1),Battery,0,,,,0,,,,
362,Male,African-American,(F3),arrest case no charge,1,2,(F3),Burglary Structure Unoccup,0,,,,
363,Male,Caucasian,(M1),Battery,1,1,(M1),Resist/Obstruct W/O Violence,0,,,,
364,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
365,Female,Other,(M1),Battery,0,,,,0,,,,
366,Male,Caucasian,(M1),Voyeurism,1,2,(F3),Grand Theft in the 3rd Degree,0,,,,
367,Female,African-American,(F2),arrest case no charge,0,,,,0,,,,
368,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
369,Female,Other,(M1),Battery,0,,,,0,,,,
370,Female,Caucasian,(F3),Poss Contr Subst W/o Prescript,0,,,,0,,,,
371,Female,Caucasian,(F2),Deliver Cocaine,0,,,,0,,,,
372,Female,Other,(F3),Driving While License Revoked,0,,,,0,,,,
373,Male,Other,(M1),Battery,0,,,,0,,,,
374,Male,Caucasian,(F3),Felony Driving While Lic Suspd,1,1,(M1),Battery,1,,14012031MM10A,(M1),Battery
375,Male,Caucasian,(F3),False Imprisonment,0,,,,0,,,,
376,Male,African-American,(M2),Prowling/Loitering,1,1,(M2),Unlaw LicTag/Sticker Attach,1,,14017564MM10A,(M1),Battery
377,Female,Caucasian,(M1),Battery,1,1,(M1),Battery,1,,14015676MM10A,(M1),Battery
378,Male,African-American,(M1),Viol Prot Injunc Repeat Viol,1,1,(F3),Poss Pyrrolidinovalerophenone,0,,,,
379,Female,Hispanic,(M1),Battery,0,,,,0,,,,
380,Male,African-American,(M1),Battery,0,,,,0,,,,
381,Male,Hispanic,(F3),arrest case no charge,1,2,(F3),Grand Theft in the 3rd Degree,0,,,,
382,Female,Caucasian,(F2),arrest case no charge,1,2,(M1),Possess Drug Paraphernalia,0,,,,
383,Male,Hispanic,(M1),Possess Cannabis/20 Grams Or Less,0,,,,0,,,,
384,Male,African-American,(M1),Battery,0,,,,0,,,,
385,Male,African-American,(F3),Carrying Concealed Firearm,1,2,(F3),Possession Of Methamphetamine,1,,14002931CF10A,(F3),Felony Battery (Dom Strang)
386,Male,African-American,(F3),Carrying Concealed Firearm,1,1,(F2),Poss Cocaine/Intent To Del/Sel,0,,,,
387,Male,Caucasian,(M1),Battery,0,,,,0,,,,
388,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,0,,,,0,,,,
389,Male,Other,(F2),Throw In Occupied Dwell,0,,,,0,,,,
390,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
391,Male,African-American,(F7),arrest case no charge,0,,,,0,,,,
392,Male,Caucasian,(M1),arrest case no charge,1,2,(F3),Possession of Cocaine,0,,,,
393,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
394,Male,Caucasian,(F3),Possession of Cannabis,0,,,,0,,,,
395,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
396,Male,African-American,(F3),Possession Burglary Tools,0,,,,0,,,,
397,Male,African-American,(M1),Battery,0,,,,0,,,,
399,Female,African-American,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
400,Female,African-American,(F3),Carrying Concealed Firearm,1,1,(M2),Operating W/O Valid License,0,,,,
401,Male,African-American,(F2),arrest case no charge,0,,,,0,,,,
402,Female,African-American,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
403,Male,African-American,(F2),Deliver Cocaine,1,1,(M2),Leave Acc/Attend Veh/More $50,0,,,,
405,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,1,1,(F3),Aggravated Assault W/Dead Weap,1,,13015848CF10A,(F3),Aggravated Assault W/Dead Weap
406,Male,African-American,(F3),Unauth Poss ID Card or DL,1,1,(M1),Possess Drug Paraphernalia,0,,,,
407,Male,African-American,(M1),Battery,1,2,(M1),Resist/Obstruct W/O Violence,0,,,,
408,Female,Caucasian,(F3),Pos Cannabis W/Intent Sel/Del,0,,,,0,,,,
409,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
410,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
411,Female,African-American,(M1),Battery on Law Enforc Officer,0,,,,0,,,,
412,Male,Caucasian,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
413,Male,African-American,(F2),Burglary Dwelling Occupied,0,,,,0,,,,
414,Female,Other,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
415,Male,African-American,(M1),Opert With Susp DL 2nd Offens,0,,,,0,,,,
416,Male,African-American,(F3),Possession of Cocaine,1,3,(F3),Possession of Cocaine,0,,,,
417,Male,African-American,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
418,Male,African-American,(M1),DUI Level 0.15 Or Minor In Veh,0,,,,0,,,,
420,Male,Other,(M1),Battery,0,,,,0,,,,
421,Female,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
422,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
423,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
424,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,1,1,(F2),Aggravated Battery / Pregnant,1,,15004954CF10A,(F2),Aggravated Battery / Pregnant
425,Male,Caucasian,(M1),Battery,0,,,,0,,,,
426,Male,Caucasian,(F3),Possession of Cocaine,1,1,(F3),Possession Of Alprazolam,0,,,,
427,Male,Caucasian,(M1),Battery,0,,,,0,,,,
428,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
429,Male,African-American,(M2),Petit Theft,1,1,(M2),Petit Theft,0,,,,
430,Male,African-American,(M1),Battery,1,4,(F3),Tamper With Witness/Victim/CI,1,,15011432CF10A,(F3),Aggravated Assault W/Dead Weap
431,Male,Hispanic,(F3),Crim Use of Personal ID Info,1,2,(F3),Grand Theft in the 3rd Degree,0,,,,
432,Male,Caucasian,(M1),Battery,0,,,,0,,,,
433,Female,Caucasian,(F3),Poss Unlaw Issue Id,0,,,,0,,,,
434,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,1,(M1),,0,,,,
435,Male,African-American,(M2),Driving License Suspended,0,,,,0,,,,
436,Female,African-American,(M1),Battery,0,,,,0,,,,
437,Male,Caucasian,(F3),Aggravated Assault W/Dead Weap,1,1,(M2),Leave Acc/Attend Veh/More $50,0,,,,
438,Male,African-American,(F3),Possession of Oxycodone,1,2,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
439,Male,African-American,(F2),arrest case no charge,0,,,,0,,,,
440,Male,African-American,(F2),Aggravated Battery / Pregnant,1,1,(M2),Driving License Suspended,0,,,,
441,Male,Other,(F3),Failure To Return Hired Vehicle,0,,,,0,,,,
442,Male,Caucasian,(M1),Driving Under The Influence,1,4,(F3),Tamper With Witness/Victim/CI,1,,15010566CF10A,(F3),Felony Battery (Dom Strang)
443,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
444,Male,Caucasian,(M1),Viol Injunct Domestic Violence,0,,,,0,,,,
445,Male,Caucasian,(F2),Agg Fleeing/Eluding High Speed,0,,,,0,,,,
446,Female,African-American,(M1),Battery,0,,,,0,,,,
447,Male,Asian,(F2),Sexual Battery / Vict 12 Yrs +,0,,,,0,,,,
448,Male,African-American,(F3),Burglary Structure Unoccup,0,,,,0,,,,
449,Male,Caucasian,(F3),Obstruct Officer W/Violence,0,,,,0,,,,
450,Male,African-American,(F3),Attempted Robbery  No Weapon,1,1,(F2),,0,,,,
451,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
452,Male,Caucasian,(F3),False Imprisonment,0,,,,0,,,,
454,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,1,3,(F3),Grand Theft in the 3rd Degree,0,,,,
455,Male,Other,(M1),Battery,0,,,,0,,,,
456,Male,Caucasian,(F3),Battery on Law Enforc Officer,0,,,,0,,,,
457,Male,Other,(F3),Grand Theft in the 3rd Degree,1,2,(F3),Grand Theft in the 3rd Degree,0,,,,
459,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
460,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
461,Male,Hispanic,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
462,Male,African-American,(M1),Battery,0,,,,0,,,,
463,Male,Caucasian,(M1),Battery,1,1,(F3),Neglect Child / No Bodily Harm,0,,,,
464,Male,Caucasian,(M1),Battery,1,1,(M2),Driving License Suspended,0,,,,
465,Female,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
466,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
467,Male,Other,(F3),Resist Officer w/Violence,1,2,(M1),Resist/Obstruct W/O Violence,1,,13010824MM10A,(M2),Assault
468,Male,African-American,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
469,Male,African-American,(F3),Grand Theft (Motor Vehicle),1,1,(M2),Operating W/O Valid License,0,,,,
471,Male,African-American,(F3),Crimin Mischief Damage $1000+,0,,,,0,,,,
472,Male,Caucasian,(F3),Felony Petit Theft,0,,,,0,,,,
473,Male,African-American,(F1),arrest case no charge,0,,,,0,,,,
474,Female,Caucasian,(M1),Battery on Law Enforc Officer,0,,,,0,,,,
475,Male,Caucasian,(M1),Battery On Parking Enfor Speci,0,,,,0,,,,
476,Male,Caucasian,(M1),Battery,0,,,,0,,,,
477,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
478,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
479,Male,Caucasian,(F2),Tampering With A Victim,0,,,,0,,,,
480,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,1,(MO3),Enter City Park/ Prohibited Hrs,0,,,,
481,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
482,Male,African-American,(M1),arrest case no charge,0,,,,0,,,,
483,Male,Other,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
484,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
485,Male,African-American,(F3),Burglary Structure Unoccup,1,2,(M1),Resist/Obstruct W/O Violence,1,,14009712CF10A,(F3),Felony Battery (Dom Strang)
486,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
487,Male,Caucasian,(F3),Corrupt Public Servant,1,1,(M1),Trespass Other Struct/Conve,0,,,,
488,Male,Caucasian,(M1),Driving Under The Influence,0,,,,0,,,,
489,Male,Caucasian,(M1),Battery,1,1,(M2),Driving License Suspended,1,,14017790MM10A,(M1),Battery
491,Male,Hispanic,(F3),Possession of Cocaine,0,,,,0,,,,
492,Male,Other,(F3),Tampering With Physical Evidence,0,,,,0,,,,
493,Male,African-American,(F2),Crim Use of Personal ID Info,0,,,,0,,,,
494,Male,Hispanic,(F3),Grand Theft in the 3rd Degree,1,2,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
495,Female,African-American,(F2),Aggrav Battery w/Deadly Weapon,0,,,,0,,,,
496,Female,Caucasian,(M2),Petit Theft,1,3,(F3),Possession of Cocaine,0,,,,
497,Female,Hispanic,(M2),Operating W/O Valid License,1,1,(M2),Operating W/O Valid License,0,,,,
498,Male,Hispanic,(F3),Felony Battery,0,,,,0,,,,
499,Male,Caucasian,(F3),Pos Cannabis W/Intent Sel/Del,0,,,,0,,,,
500,Female,African-American,(F3),Robbery Sudd Snatch No Weapon,1,1,(M2),Mandatory Susp Possess Alcohol,0,,,,
501,Male,Caucasian,(M1),Viol Injunct Domestic Violence,0,,,,0,,,,
502,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
503,Male,African-American,(F3),arrest case no charge,1,1,(M2),Operating W/O Valid License,0,,,,
504,Male,Other,(F3),arrest case no charge,1,1,(M2),Operating W/O Valid License,0,,,,
505,Male,African-American,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
506,Male,African-American,(F2),arrest case no charge,0,,,,0,,,,
507,Male,African-American,(F2),arrest case no charge,0,,,,0,,,,
508,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
509,Female,Caucasian,(M1),Battery,0,,,,0,,,,
510,Male,Hispanic,(M2),Assault,0,,,,0,,,,
511,Male,Other,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
512,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
515,Male,African-American,(M1),Battery,0,,,,0,,,,
516,Male,African-American,(F3),arrest case no charge,1,1,(M2),Driving License Suspended,1,,15000254CF10A,(F2),Robbery / No Weapon
517,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
518,Male,African-American,(F3),Possession Burglary Tools,0,,,,0,,,,
520,Female,African-American,(M1),Viol Injunct Domestic Violence,0,,,,0,,,,
521,Female,Hispanic,(F3),Possession of Cocaine,1,1,(M2),Driving License Suspended,0,,,,
522,Male,Caucasian,(F3),Forging Bank Bills/Promis Note,0,,,,0,,,,
523,Male,African-American,(F3),Poss Pyrrolidinovalerophenone,1,1,(M1),Unlaw Use False Name/Identity,0,,,,
524,Male,Hispanic,(M1),Battery,0,,,,0,,,,
525,Male,Other,(M1),Battery,0,,,,0,,,,
526,Female,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
527,Male,Caucasian,(M2),Aggravated Assault W/dead Weap,0,,,,0,,,,
528,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
530,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
531,Male,African-American,(M1),Battery,1,1,(M1),Viol Pretrial Release Dom Viol,0,,,,
532,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
533,Female,African-American,(F3),Driving While License Revoked,1,1,(M1),Extradition/Defendants,0,,,,
534,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
535,Male,Caucasian,(F3),Possession Of Heroin,0,,,,0,,,,
536,Male,Caucasian,(M1),Battery,0,,,,0,,,,
537,Male,African-American,(F3),Grand Theft (Motor Vehicle),0,,,,0,,,,
538,Male,African-American,(M1),Battery,1,2,(F3),Possession of Cannabis,0,,,,
540,Female,Caucasian,(M1),Battery,0,,,,0,,,,
541,Female,African-American,,,0,,,,0,,,,
543,Male,Hispanic,(M1),arrest case no charge,1,1,(F3),Stalking (Aggravated),1,,14007140CF10A,(F3),Stalking (Aggravated)
544,Male,Caucasian,(M1),Battery,0,,,,0,,,,
545,Female,Other,(F1),arrest case no charge,0,,,,0,,,,
546,Male,Hispanic,(F3),Felony/Driving Under Influence,0,,,,0,,,,
547,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
548,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,1,(M2),Fail Register Vehicle,0,,,,
549,Male,African-American,(M1),Battery,0,,,,0,,,,
550,Male,Hispanic,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
551,Male,African-American,(F2),arrest case no charge,0,,,,0,,,,
552,Male,Caucasian,(M1),Possess Cannabis/20 Grams Or Less,1,1,(M2),Susp Drivers Lic 1st Offense,0,,,,
553,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
554,Male,Caucasian,(M2),Burglary Unoccupied Dwelling,0,,,,0,,,,
555,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
556,Male,African-American,(M1),Battery,0,,,,0,,,,
557,Male,African-American,(F3),arrest case no charge,1,5,(M2),Prowling/Loitering,0,,,,
558,Male,African-American,(F3),Burglary Structure Unoccup,1,15,(F3),Grand Theft in the 3rd Degree,0,,,,
559,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
560,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
561,Male,Caucasian,(M1),Battery,0,,,,0,,,,
562,Male,Caucasian,(M1),Driving Under The Influence,0,,,,0,,,,
563,Female,Caucasian,(M1),Battery,1,1,(M1),Viol Injunct Domestic Violence,0,,,,
564,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
565,Male,Caucasian,(F3),arrest case no charge,1,3,(M1),Resist/Obstruct W/O Violence,0,,,,
566,Male,African-American,(F3),Tamper With Witness/Victim/CI,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
567,Female,Caucasian,(M1),Battery,0,,,,0,,,,
569,Female,African-American,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
571,Male,Caucasian,(M1),Battery,0,,,,0,,,,
572,Male,African-American,(F2),arrest case no charge,0,,,,0,,,,
573,Male,African-American,(M1),Battery,0,,,,0,,,,
574,Male,Caucasian,(M2),Disorderly Intoxication,0,,,,0,,,,
575,Female,Hispanic,(M1),Battery,0,,,,0,,,,
576,Male,African-American,(F3),Robbery / No Weapon,1,1,(M2),Driving License Suspended,0,,,,
577,Male,African-American,(M1),Battery,0,,,,0,,,,
578,Male,Caucasian,(M2),Driving Under The Influence,0,,,,0,,,,
579,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,2,(F3),Robbery Sudd Snatch No Weapon,1,,15000864CF10A,(F3),Robbery Sudd Snatch No Weapon
580,Male,Caucasian,(M1),arrest case no charge,0,,,,0,,,,
581,Male,African-American,(F3),Battery on Law Enforc Officer,1,1,(M2),Tresspass Struct/Conveyance,0,,,,
582,Male,Caucasian,(M1),DUI Level 0.15 Or Minor In Veh,0,,,,0,,,,
583,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
584,Male,African-American,(F3),Possession of Cannabis,0,,,,0,,,,
585,Male,African-American,(F3),Possession of Ethylone,0,,,,0,,,,
586,Male,African-American,(F3),Felony Driving While Lic Suspd,0,,,,0,,,,
587,Male,African-American,(F1),arrest case no charge,0,,,,0,,,,
588,Male,African-American,(F3),Possession of Cocaine,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
589,Female,African-American,(MO3),arrest case no charge,0,,,,0,,,,
590,Male,Caucasian,(F3),Felony Petit Theft,1,3,(F3),Felony Petit Theft,1,,14017095CF10A,(M1),Battery
591,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
592,Male,Hispanic,(F3),arrest case no charge,0,,,,0,,,,
594,Female,Caucasian,(M1),Battery,0,,,,0,,,,
595,Male,African-American,(M1),Battery,0,,,,0,,,,
596,Male,Asian,(F3),Poss Pyrrolidinovalerophenone,0,,,,0,,,,
597,Male,African-American,(F3),Driving While License Revoked,1,2,(M1),Resist/Obstruct W/O Violence,0,,,,
598,Male,African-American,(F3),arrest case no charge,1,2,(M2),Operating W/O Valid License,0,,,,
599,Male,Caucasian,(M1),Battery,0,,,,0,,,,
600,Female,Hispanic,(F7),arrest case no charge,0,,,,0,,,,
601,Male,Caucasian,(F3),Possession of Cocaine,1,2,(F3),False Verif Ownership Pawn Shp,0,,,,
602,Male,African-American,(F2),Throw Deadly Missile Into Veh,1,2,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
603,Male,African-American,(F2),Aggravated Battery / Pregnant,0,,,,0,,,,
604,Male,African-American,(M1),Unlaw Use False Name/Identity,1,1,(M2),Petit Theft,0,,,,
605,Male,African-American,(F2),Poss Cocaine/Intent To Del/Sel,0,,,,0,,,,
606,Male,Caucasian,(M1),Battery,0,,,,0,,,,
607,Male,Caucasian,(M1),Battery,0,,,,0,,,,
608,Male,Caucasian,(F3),Resist Officer w/Violence,0,,,,0,,,,
609,Male,Caucasian,(F3),Aggravated Assault W/dead Weap,0,,,,0,,,,
610,Female,Caucasian,(F3),Neglect Child / No Bodily Harm,0,,,,0,,,,
611,Male,African-American,(F3),Driving While License Revoked,0,,,,0,,,,
612,Male,African-American,(F2),Aggravated Battery / Pregnant,1,1,(F2),Aggravated Battery / Pregnant,1,,14015983CF10A,(F2),Aggravated Battery / Pregnant
613,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,1,1,(M1),Petit Theft/ Prior Conviction,0,,,,
614,Female,African-American,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
616,Male,African-American,(F3),Battery on Law Enforc Officer,0,,,,0,,,,
617,Male,Other,(F3),arrest case no charge,0,,,,0,,,,
618,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
619,Male,African-American,(F2),arrest case no charge,0,,,,0,,,,
620,Male,Caucasian,(CT),Contempt/Fail To Appear/Summons,0,,,,0,,,,
621,Male,Hispanic,(M2),Exposes Culpable Negligence,0,,,,0,,,,
622,Female,Caucasian,(M2),Disorderly Intoxication,0,,,,0,,,,
623,Male,Caucasian,(M1),Battery,0,,,,0,,,,
625,Female,African-American,(F3),Use Scanning Device to Defraud,1,1,(M2),Petit Theft,0,,,,
626,Female,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
627,Male,African-American,(F7),arrest case no charge,0,,,,0,,,,
628,Male,Caucasian,(M1),Driving Under The Influence,1,2,(M2),Susp Drivers Lic 1st Offense,0,,,,
629,Male,Hispanic,(M1),Battery,0,,,,0,,,,
630,Male,Caucasian,(F3),Leaving the Scene of Accident,0,,,,0,,,,
631,Female,Hispanic,(M2),Lve/Scen/Acc/Veh/Prop/Damage,0,,,,0,,,,
632,Female,Caucasian,(F3),Grand Theft (Motor Vehicle),0,,,,0,,,,
633,Female,Caucasian,(M1),DUI Property Damage/Injury,0,,,,0,,,,
634,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
635,Male,African-American,(M1),Aggravated Battery / Pregnant,1,1,(M2),Driving License Suspended,0,,,,
636,Male,African-American,(F2),Robbery / No Weapon,0,,,,0,,,,
637,Male,Caucasian,(F3),False Ownership Info/Pawn Item,1,2,(F3),Possession of Cocaine,0,,,,
638,Male,African-American,(F3),Uttering a Forged Instrument,1,1,(F1),Deliver Cocaine 1000FT School,0,,,,
639,Male,Other,(F3),arrest case no charge,0,,,,0,,,,
640,Male,African-American,(F3),Grand Theft (Motor Vehicle),1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
641,Male,Caucasian,(M1),Battery,1,1,(M1),Battery,1,,15012389MM10A,(M1),Battery
642,Female,Caucasian,(M1),DUI - Enhanced,0,,,,0,,,,
643,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
644,Male,African-American,(M1),arrest case no charge,1,3,(M1),Resist/Obstruct W/O Violence,0,,,,
645,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
646,Male,Hispanic,(M2),Operating W/O Valid License,1,3,(M2),Driving License Suspended,0,,,,
647,Male,Caucasian,(F3),Crimin Mischief Damage $1000+,0,,,,0,,,,
648,Male,African-American,(F3),Felony Petit Theft,1,2,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
